,business_id,name,state,address,review_count,chicken_total_reviews,chicken_average_rating
121,XOVw8WHTzCWjfyudwgAN9A,Como's Restaurant,NV,"10 Via Brianza, Henderson, NV 89011",3,2,3.0
122,CE85IKRDS4GimIaoIp3N5A,Rainbow Club & Casino,NV,"122 S Water St, Henderson, NV 89015",80,13,3.85
123,qiblsXkj0dEWtoaXx9tE9Q,Northstar Bar & Grill,NV,"5150 Camino Al Norte, North Las Vegas, NV 89031",10,1,4.0
124,smoGuW2a2Nume83mB3JJSw,Applebee's Neighborhood Grill & Bar,NV,"820 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",28,5,3.0
125,Q5pTGQKEhxgit1fwgrHEbg,Binion's Hotel & Casino,NV,"128 Fremont St, Downtown, Las Vegas, NV 89101",117,3,4.67
126,kE7hkm4gn8dHvGFwqy6foQ,Second Street Grill,NV,"200 Fremont St, Downtown, Las Vegas, NV 89101",34,2,3.0
127,VRYTY0V7WZcP-yzv7bkllg,PT's,NV,"4825 W Flamingo Ave, Suite #3, Las Vegas, NV 89103",7,1,3.0
128,OvE1oiSg9gaB9cLGzBPlnw,Four Kegs Sports Bar,NV,"276 N Jones Blvd, Ste B, Las Vegas, NV 89107",243,23,3.52
129,QvRK2dyv4EDxuJ-LuodE2Q,Gordon Biersch Brewery Restaurant,NV,"3987 Paradise Rd, Eastside, Las Vegas, NV 89169",189,25,3.88
130,QJlab4DqvBRJPUfg7Vn5ZQ,Spago,NV,"The Forum Shops at Caesars, 3500 Las Vegas Blvd S, Ste G1, The Strip, Las Vegas, NV 89109",658,81,4.17
131,xBSQ3xs6qSIEr07WM4ho5A,Simon Kitchen and Bar,NV,"Hard Rock Hotel and Casino, 4455 Paradise Rd, The Strip, Las Vegas, NV 89109",14,1,4.0
132,76t_NE9GQthoryLZgDyxGg,Caribe Café,NV,"The Mirage, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",22,2,2.0
133,88CNSyeoKhGn1x0SHvz8Ig,Postrio,NV,"The Grand Canal Shoppes at The Venetian, 3377 Las Vegas Blvd S, Ste 2410, The Strip, Las Vegas, NV 89109",352,28,3.68
134,MWkIQNT5ewKwMfKbixgb6Q,California Pizza Kitchen,NV,"3200 Las Vegas Blvd, Sp#1590, The Strip, Las Vegas, NV 89109",76,25,3.88
135,N8NiWbLzee9EOeMnz2MOlw,Claim Jumper,NV,"1100 S Fort Apache Rd, Westside, Las Vegas, NV 89117",118,38,3.24
136,_UsqOvmgoNzb_0xWpzwZBg,Chicago Brewing Company,NV,"2201 S Fort Apache Rd, Westside, Las Vegas, NV 89117",212,43,3.7
137,6P3SsceAMT39CBlo0upqHQ,Mad Matty's Bar & Grille,NV,"8100 W Sahara Ave, Westside, Las Vegas, NV 89117",20,1,5.0
138,wH8J9TI8ReocYZ3N2W04bw,Marie Callenders Restaurant & Bakery,NV,"8175 W Sahara Ave, Westside, Las Vegas, NV 89117",42,6,2.83
139,5FE1Y9cZ-YOQA943nTi7cA,Rosemary's Restaurant,NV,"8125 W Sahara Ave, Ste 110, Westside, Las Vegas, NV 89117",323,6,3.33
140,OaiGAZoW7TQyHfKJAgu5ZQ,PT's,NV,"1661 E Sunset Rd, Southeast, Las Vegas, NV 89119",21,1,4.0
141,w4gafqTSIkBjqPufGEEh6Q,Blue Ox Central,NV,"6000 S Eastern Ave, Southeast, Las Vegas, NV 89119",25,14,4.21
142,xUnM3aQI3BIw_zNU8cBgEA,Cili Fine Dining,NV,"5160 Las Vegas Blvd S, Southeast, Las Vegas, NV 89119",26,9,4.11
143,yUUnMqu_qr9O4EuDCleKeg,Gilligan's Hide Away,NV,"2601 Atlantic St, Eastside, Las Vegas, NV 89121",11,1,2.0
144,PayaNmMeZFOFeS_jo7eB8g,Casa Di Amore,NV,"2850 E Tropicana Ave, Eastside, Las Vegas, NV 89121",283,46,3.61
145,Tc--MNuXGt6ggLzTX4LnOw,Mulligan's Border Bar & Grill,NV,"1235 E Pebble Rd, Southeast, Las Vegas, NV 89123",14,1,5.0
146,qj2T7GkIVcKCPDFuEqQUrw,DOC Holliday's Saloons,NV,"9310 S Eastern Ave, Las Vegas, NV 89123",7,1,4.0
147,5oaHZw1g-Rbiianma5zU5g,PT's,NV,"582 E Silverado Ranch Blvd, Southeast, Las Vegas, NV 89123",22,2,4.0
148,0QtGVVXoDnKJxPA0v2yckA,Ceres,NV,"JW Marriott Las Vegas Resort & Spa, 221 N Rampart Blvd, Westside, Las Vegas, NV 89145",19,1,3.0
149,co0vxQ8ecXiBy2sGDeHi8A,Jamms Restaurant,NV,"1029 S Rainbow Blvd, Westside, Las Vegas, NV 89145",298,18,3.61
150,Nv3oky9GGH5KPiXjXIOSKw,PT's,NV,"739 S Rainbow Blvd, Westside, Las Vegas, NV 89145",9,1,5.0
151,QgeyXkZKSOIS_85pDIVuQQ,Sedona Lounge,NV,"9580 W Flamingo Rd, Spring Valley, Las Vegas, NV 89147",177,22,3.5
152,vGm5HVOg8M-I7lzAFLzrcg,PT's,NV,"3935 S Durango Dr, Spring Valley, Las Vegas, NV 89147",17,1,1.0
153,NERLJXacJ3b6peiZ8ceeqA,Hubbard Avenue Diner,WI,"7445 Hubbard Ave, Middleton, WI 53562",107,17,3.94
154,aRkYtXfmEKYG-eTDf_qUsw,Lux,AZ,"4402 N Central Ave, Phoenix, AZ 85012",747,2,3.5
155,6YWp7frmHKuPLYSlPyUdsw,Barcelona Restaurants,AZ,"15440 E Greenway Hayden Lp, Scottsdale, AZ 85260",58,1,3.0
156,E28ht8IEiO6FZbKktSo0Xw,Tommy Bahama Restaurant & Bar - Scottsdale,AZ,"15205 North Kierland Boulevard, 100, Scottsdale, AZ 85254",161,17,4.47
157,rP76z9iDOFczywAiee-l7A,Red Square Restaurant & Vodka Lounge,NV,"3950 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",405,33,3.82
158,H6CJflwclNpttYrtsBMsVg,Emeril's New Orleans Fish House,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",542,28,3.5
159,xyTJYlbE_MLouK6rCou6zg,Burger Bar,NV,"Mandalay Bay Resort & Casino, 3930 S Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",1876,64,3.7
160,Z3qmQ6N4VEudR45exSHrTg,Mickey's Tavern,WI,"1524 Williamson St, Williamson - Marquette, Madison, WI 53703",103,1,5.0
161,PrgdIc0zK9nc8jo8I18x8A,Argus,WI,"123 E Main St, Capitol, Madison, WI 53703",29,3,4.0
162,3x_CqRwRgiHczkqPGAwacA,Orpheum Lobby Restaurant,WI,"216 State St, Capitol, Madison, WI 53703",21,2,4.5
163,EbhnT9RcTyyGNBp1s2NQZQ,Harvest,WI,"21 N Pinckney St, Capitol, Madison, WI 53703",114,8,3.75
164,N8Q2s-Snz2vL79zB3rEEug,Weary Traveler ,WI,"1201 Williamson St, Williamson - Marquette, Madison, WI 53703",270,10,3.7
165,qsBet6HtxE0x41cUYl8vgQ,The Kollege Klub,WI,"529 N Lake St, Capitol, Madison, WI 53703",19,1,3.0
166,5IWu0xhlZEopvIz3w7o_3w,Palm Restaurant,NV,"Caesar's Palace, 3500 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",370,17,3.88
167,HbUQ_3dlm3uCacmhTEMnuA,Tom Colicchio's Craftsteak,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",1413,37,4.03
168,WhBxWYRj6rycigYqdXY9cA,Great Dane Pub & Brewing Co,WI,"123 E Doty St, Capitol, Madison, WI 53703",406,50,3.98
169,lYtEUImN4UeqRiDblcbmkw,Eno Vino Wine Bar & Bistro,WI,"601 Junction Rd, Junction Ridge, Madison, WI 53717",146,15,4.27
170,aSZzH68--YxNQYAO5nKBkA,Foundation Room,NV,"Mandalay Bay Hotel and Casino, 3950 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",267,6,4.5
171,jOuERtVf7QePnK9ZcdH5XA,Grand Lux Cafe,NV,"The Venetian Hotel & Casino, 3355 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",1497,383,3.99
172,M2SjLXsuAy5RNKwxaA5E1g,House of Blues,NV,"Mandalay Bay Hotel, 3950 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",462,51,3.1
173,nQK95GJD_KB-bc_g14bD9g,Mermaid Cafe,WI,"1929 Winnebago St, Schenk - Atwood, Madison, WI 53704",31,1,2.0
174,dsMvINhoQbIQgSRTBv2B6g,Caffe Boa Ahwatukee,AZ,"5063 E Elliot Rd, Phoenix, AZ 85044",93,9,4.0
175,ABrSt3fsirLrUYNVrD3fbQ,The Greene House,AZ,"15024 N Scottsdale Rd, Ste 100, Scottsdale, AZ 85254",201,32,3.94
176,EWMwV5V9BxNs_U6nNVMeqw,FEZ,AZ,"3815 N Central Ave, Phoenix, AZ 85012",1046,160,4.18
177,5rtC3OBCIq0WKVoKH--GCg,Bradley Ogden,NV,"Caesars Palace, 3570 Las Vegas Blvd, The Strip, Las Vegas, NV 89109",198,17,4.06
178,fq3TCuBBaKtRnibcSoRHpQ,T.G.I. Friday's,AZ,"2501 W Happy Valley Rd, Phoenix, AZ 85027",34,4,3.25
179,1nO6ffHEwZYFBzEsyw1w7w,FIX,NV,"Bellagio, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",367,33,3.55
180,ZNdsRbGeOfrYYPRl6AziCQ,Michael Mina,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",370,10,3.8
181,aGulqXnFmpOh_5Qh96uBng,Alex,NV,"Wynn Las Vegas, 3131 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",128,5,5.0
